,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Console_Product,Filtered_Publisher,Global_Sales (zeros)
207,Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98,Playstation,Activision,False
208,Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.05,1.17,0.29,0.46,4.98,Nintendo,Nintendo,False
209,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Role-Playing,Nintendo,1.83,1.19,1.54,0.37,4.93,Nintendo,Nintendo,False
210,Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,3.4,0.99,0.09,0.45,4.93,Xbox,Other,False
211,Uncharted: Drake's Fortune,PS3,2007,Action,Sony Interactive Entertainment,2.31,1.72,0.12,0.77,4.92,Playstation,Sony Interactive Entertainment,False
212,Madden NFL 06,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,Playstation,Electronic Arts,False
213,Diddy Kong Racing,N64,1997,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,Nintendo,Nintendo,False
214,Monster Hunter Freedom 3,PSP,2010,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,Playstation,Capcom,False
215,Super Smash Bros. for Wii U and 3DS,WiiU,2014,Fighting,Nintendo,2.6,1.08,0.81,0.38,4.87,Nintendo,Nintendo,False
216,Dr. Mario,NES,1990,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,Nintendo,Nintendo,False
217,StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2.57,1.68,0.0,0.58,4.84,PC,Activision,False
218,Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.91,2.0,0.09,0.82,4.82,Playstation,Ubisoft,False
219,God of War III,PS3,2010,Action,Sony Interactive Entertainment,2.74,1.33,0.12,0.61,4.8,Playstation,Sony Interactive Entertainment,False
220,Crash Team Racing,PS,1999,Racing,Sony Interactive Entertainment,2.57,1.57,0.44,0.21,4.79,Playstation,Sony Interactive Entertainment,False
221,LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,2.83,1.48,0.0,0.45,4.76,Nintendo,Other,False
222,Driver 2,PS,2000,Action,Atari,2.36,2.1,0.02,0.25,4.73,Playstation,Atari,False
223,Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,4.73,Xbox,Warner Bros. Interactive Entertainment,False
224,The Last of Us,PS4,2014,Action,Sony Interactive Entertainment,1.88,2.0,0.07,0.77,4.71,Playstation,Sony Interactive Entertainment,False
225,The Simpsons: Hit & Run,PS2,2003,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,Playstation,Vivendi Games,False
226,Tony Hawk's Pro Skater 2,PS,2000,Sports,Activision,3.05,1.41,0.02,0.2,4.68,Playstation,Activision,False
227,The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,Playstation,Electronic Arts,False
228,Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,Playstation,Eidos Interactive,False
229,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.82,1.12,1.32,0.36,4.62,Nintendo,Nintendo,False
230,Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Interactive Entertainment,2.07,1.71,0.08,0.76,4.62,Playstation,Sony Interactive Entertainment,False
231,The Legend of Zelda: A Link to the Past,SNES,1991,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,Nintendo,Nintendo,False
232,The Legend of Zelda: The Wind Waker,GC,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,Nintendo,Nintendo,False
233,Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.04,1.11,0.0,0.43,4.6,Nintendo,Activision,False
234,Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.8,1.39,1.11,0.29,4.59,Nintendo,Nintendo,False
235,Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,Xbox,Microsoft Game Studios,False
236,Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1.87,1.96,0.22,0.48,4.53,Nintendo,Sega,False
237,Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,Playstation,Electronic Arts,False
238,Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.91,0.01,0.42,4.53,Xbox,Activision,False
239,Pitfall!,2600,1981,Platform,Activision,4.21,0.24,0.0,0.05,4.5,Atari,Activision,False
240,Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,Playstation,Electronic Arts,False
241,Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2.78,1.27,0.03,0.41,4.48,Xbox,Microsoft Game Studios,False
242,Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48,Playstation,Activision,False
243,Dragon Quest VII: Warriors of Eden,PS,2000,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,Playstation,Other,False
244,Call of Duty: Infinite Warfare,PS4,2016,Shooter,Activision,1.61,2.0,0.15,0.71,4.46,Playstation,Activision,False
245,God of War,PS2,2005,Action,Sony Interactive Entertainment,2.71,1.29,0.02,0.43,4.45,Playstation,Sony Interactive Entertainment,False
246,Splatoon,WiiU,2015,Shooter,Nintendo,1.54,1.18,1.46,0.26,4.43,Nintendo,Nintendo,False
247,Nintendo Land,WiiU,2012,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42,Nintendo,Nintendo,False
248,Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,Playstation,Activision,False
249,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,Playstation,Konami Digital Entertainment,False
250,The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.82,1.03,0.13,0.4,4.38,Xbox,Take-Two Interactive,False
251,Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,Nintendo,Nintendo,False
252,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,Playstation,Electronic Arts,False
253,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.64,1.33,0.01,0.39,4.36,Nintendo,Ubisoft,False
254,Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.56,1.93,0.19,0.68,4.36,Playstation,Activision,False
255,Resistance: Fall of Man,PS3,2006,Shooter,Sony Interactive Entertainment,1.74,1.72,0.14,0.75,4.34,Playstation,Sony Interactive Entertainment,False
256,Sonic the Hedgehog,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34,Sega,Sega,False
257,Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,Playstation,Square Enix,False
258,The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2.09,1.31,0.62,0.31,4.33,Nintendo,Nintendo,False
259,Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.11,1.16,0.73,0.32,4.32,Nintendo,Nintendo,False
260,Minecraft,PS4,2014,Misc,Sony Interactive Entertainment,1.48,2.02,0.14,0.68,4.32,Playstation,Sony Interactive Entertainment,False
261,Asteroids,2600,1980,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,Atari,Atari,False
262,Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2.77,1.11,0.0,0.4,4.29,Xbox,Activision,False
263,FIFA 15,PS3,2014,Sports,Electronic Arts,0.58,3.02,0.04,0.64,4.28,Playstation,Electronic Arts,False
264,Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,Xbox,Microsoft Game Studios,False
265,Namco Museum,GBA,2001,Misc,Bandai Namco Entertainment,3.0,1.11,0.05,0.07,4.24,Nintendo,Bandai Namco Entertainment,False
266,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2.24,1.31,0.07,0.61,4.23,Playstation,Eidos Interactive,False
267,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,Playstation,Konami Digital Entertainment,False
268,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,Playstation,Ubisoft,False
269,Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2.51,1.32,0.01,0.38,4.22,Xbox,Other,False
270,FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.89,0.01,0.4,4.22,Xbox,Electronic Arts,False
271,Daxter,PSP,2006,Platform,Sony Interactive Entertainment,2.45,1.01,0.0,0.75,4.21,Playstation,Sony Interactive Entertainment,False
272,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,PC,Activision,False
273,FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,Playstation,Electronic Arts,False
274,EyeToy Play,PS2,2003,Misc,Sony Interactive Entertainment,0.88,2.3,0.2,0.83,4.2,Playstation,Sony Interactive Entertainment,False
275,Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Interactive Entertainment,1.28,1.82,0.57,0.52,4.19,Playstation,Sony Interactive Entertainment,False
276,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,Xbox,Ubisoft,False
277,FIFA 12,X360,2011,Sports,Electronic Arts,0.84,2.78,0.02,0.53,4.18,Xbox,Electronic Arts,False
278,Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17,Nintendo,Other,False
279,Street Fighter IV,PS3,2009,Fighting,Capcom,2.03,1.04,0.58,0.52,4.16,Playstation,Capcom,False
280,Excitebike,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,Nintendo,Nintendo,False
281,Frogger,PS,1997,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,Playstation,Other,False
282,Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,Playstation,Electronic Arts,False
283,Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,PC,Vivendi Games,False
284,Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,Nintendo,Nintendo,False
285,FIFA Soccer 07,PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,Playstation,Electronic Arts,False
286,Street Fighter II Turbo,SNES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,Nintendo,Capcom,False
287,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,PC,Activision,False
288,Battlefield 1,PS4,2016,Shooter,Electronic Arts,1.1,2.15,0.21,0.61,4.08,Playstation,Electronic Arts,False
289,God of War II,PS2,2007,Action,Sony Interactive Entertainment,2.32,0.04,0.04,1.67,4.07,Playstation,Sony Interactive Entertainment,False
290,World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,Playstation,Konami Digital Entertainment,False
291,Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.05,Xbox,Other,False
292,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,Xbox,Microsoft Game Studios,False
293,Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,Nintendo,Take-Two Interactive,False
294,Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.9,0.11,0.64,4.05,Playstation,Ubisoft,False
295,Namco Museum Vol.3,PS,1996,Misc,Sony Interactive Entertainment,2.28,1.55,0.16,0.06,4.05,Playstation,Sony Interactive Entertainment,False
296,Tekken Tag Tournament,PS2,2000,Fighting,Bandai Namco Entertainment,1.68,1.51,0.51,0.35,4.05,Playstation,Bandai Namco Entertainment,False
297,Far Cry 4,PS4,2014,Shooter,Ubisoft,1.13,2.18,0.1,0.63,4.04,Playstation,Ubisoft,False
298,Star Fox 64,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,Nintendo,Nintendo,False
299,Golf,NES,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,Nintendo,Nintendo,False
300,Namco Museum: 50th Anniversary,PS2,2005,Misc,Bandai Namco Entertainment,2.08,1.35,0.0,0.54,3.98,Playstation,Bandai Namco Entertainment,False
301,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,Xbox,Electronic Arts,False
302,The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Bandai Namco Entertainment,1.02,2.13,0.23,0.59,3.97,Playstation,Bandai Namco Entertainment,False
303,Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1.19,2.07,0.08,0.62,3.96,Playstation,Ubisoft,False
304,Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.95,Playstation,Warner Bros. Interactive Entertainment,False
305,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.03,1.16,0.37,0.38,3.95,Nintendo,Nintendo,False
306,Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,Playstation,Other,False
307,Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,Nintendo,Nintendo,False
308,Donkey Kong Land,GB,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,Nintendo,Nintendo,False
309,EA Sports Active,Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,Nintendo,Electronic Arts,False
310,Tony Hawk's Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,Playstation,Activision,False
311,Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89,Nintendo,Nintendo,False
312,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.16,2.12,0.0,0.6,3.88,PC,Other,False
313,NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88,Playstation,Take-Two Interactive,False
314,Tekken 5,PS2,2005,Fighting,Bandai Namco Entertainment,0.93,1.94,0.31,0.7,3.87,Playstation,Bandai Namco Entertainment,False
315,Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,Nintendo,Other,False
316,MotorStorm,PS3,2006,Racing,Sony Interactive Entertainment,1.53,1.6,0.06,0.67,3.87,Playstation,Sony Interactive Entertainment,False
317,Nintendogs + cats,3DS,2011,Simulation,Nintendo,1.44,1.41,0.73,0.27,3.85,Nintendo,Nintendo,False
318,World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,Playstation,Konami Digital Entertainment,False
319,Sports Champions,PS3,2010,Sports,Sony Interactive Entertainment,2.13,1.12,0.1,0.5,3.84,Playstation,Sony Interactive Entertainment,False
320,Namco Museum Vol.1,PS,1995,Misc,Sony Interactive Entertainment,2.12,1.44,0.22,0.06,3.84,Playstation,Sony Interactive Entertainment,False
321,The Legend of Zelda: Link's Awakening,GB,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,Nintendo,Nintendo,False
322,Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,Playstation,Activision,False
323,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,Nintendo,Nintendo,False
324,Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1.35,1.7,0.15,0.6,3.8,Playstation,Ubisoft,False
325,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,Nintendo,Nintendo,False
326,Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,Playstation,Other,False
327,Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,Nintendo,2.23,0.47,0.81,0.26,3.77,Nintendo,Nintendo,False
328,LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2.4,1.01,0.0,0.36,3.76,Xbox,Activision,False
329,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,PC,Electronic Arts,False
330,Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Interactive Entertainment,1.4,1.39,0.1,0.86,3.74,Playstation,Sony Interactive Entertainment,False
331,Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,Playstation,Electronic Arts,False
332,Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1.12,1.87,0.27,0.45,3.72,Nintendo,Sega,False
333,Resident Evil 3: Nemesis,PS,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,Playstation,Eidos Interactive,False
334,Super Paper Mario,Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,Nintendo,Nintendo,False
335,Spyro: Year of the Dragon,PS,2000,Platform,Sony Interactive Entertainment,1.93,1.58,0.0,0.19,3.71,Playstation,Sony Interactive Entertainment,False
336,Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,Playstation,Ubisoft,False
337,FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,Playstation,Electronic Arts,False
338,Pokémon Trading Card Game,GB,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,Nintendo,Nintendo,False
339,Friend Collection,DS,2009,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,Nintendo,Nintendo,False
340,Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,Playstation,Activision,False
341,Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,2.04,1.28,0.02,0.32,3.66,Xbox,Electronic Arts,False
342,MySims,DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,Nintendo,Electronic Arts,False
343,Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65,Playstation,Take-Two Interactive,False
344,Banjo-Kazooie,N64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,Nintendo,Nintendo,False
345,SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Interactive Entertainment,2.53,0.81,0.06,0.24,3.65,Playstation,Sony Interactive Entertainment,False
346,Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Interactive Entertainment,2.08,1.09,0.15,0.33,3.64,Playstation,Sony Interactive Entertainment,False
347,Pokemon Snap,N64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,Nintendo,Nintendo,False
348,Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,Playstation,Konami Digital Entertainment,False
349,Resident Evil 4,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,Playstation,Capcom,False
350,Guitar Hero: World Tour,Wii,2008,Misc,Activision,2.32,0.96,0.0,0.34,3.62,Nintendo,Activision,False
351,FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,Playstation,Electronic Arts,False
352,Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,Playstation,Other,False
353,Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,PC,Other,False
354,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,Playstation,Electronic Arts,False
355,Luigi's Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,Nintendo,Nintendo,False
356,Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,3.59,Playstation,Electronic Arts,False
357,Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,Playstation,Other,False
358,Just Dance 2014,Wii,2013,Misc,Ubisoft,1.88,1.39,0.0,0.31,3.59,Nintendo,Ubisoft,False
359,Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,Nintendo,505 Games,False
360,WWF SmackDown!,PS,2000,Fighting,THQ Nordic,2.01,1.35,0.06,0.16,3.58,Playstation,THQ Nordic,False
361,Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,Playstation,Other,False
362,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,Playstation,Take-Two Interactive,False
363,The Getaway,PS2,2002,Action,Sony Interactive Entertainment,1.23,1.77,0.05,0.49,3.54,Playstation,Sony Interactive Entertainment,False
364,Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,Playstation,Eidos Interactive,False
365,James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,Playstation,Electronic Arts,False
366,LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,Playstation,Eidos Interactive,False
367,Rugrats in Paris: The Movie,PS,2000,Action,THQ Nordic,1.96,1.33,0.0,0.23,3.52,Playstation,THQ Nordic,False
368,FIFA Soccer 11,X360,2010,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,Xbox,Electronic Arts,False
369,Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Interactive Entertainment,2.14,1.21,0.01,0.17,3.52,Playstation,Sony Interactive Entertainment,False
370,Left 4 Dead,X360,2008,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,Xbox,Electronic Arts,False
371,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,Nintendo,Nintendo,False
372,Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.27,0.9,0.0,0.33,3.5,Xbox,Ubisoft,False
373,Kung Fu,NES,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,Nintendo,Nintendo,False
374,Resident Evil 5,X360,2009,Action,Capcom,2.11,0.93,0.12,0.34,3.5,Xbox,Capcom,False
375,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,Xbox,Ubisoft,False
376,Battlefield 4,PS3,2013,Shooter,Electronic Arts,1.3,1.42,0.27,0.5,3.49,Playstation,Electronic Arts,False
377,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2.2,0.95,0.02,0.31,3.48,Xbox,Eidos Interactive,False
378,Battlefield 4,X360,2013,Shooter,Electronic Arts,2.15,1.01,0.02,0.31,3.48,Xbox,Electronic Arts,False
379,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.47,Xbox,Electronic Arts,False
380,Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,1.21,1.62,0.27,0.37,3.46,Nintendo,Sega,False
381,Guitar Hero: On Tour,DS,2008,Misc,Activision,2.1,1.01,0.01,0.35,3.46,Nintendo,Activision,False
382,Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,Nintendo,Nintendo,False
383,Monster Hunter 4,3DS,2013,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44,Nintendo,Capcom,False
384,Borderlands,X360,2009,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,Xbox,Take-Two Interactive,False
385,Tekken 4,PS2,2002,Fighting,Bandai Namco Entertainment,1.55,1.27,0.33,0.29,3.44,Playstation,Bandai Namco Entertainment,False
386,Final Fantasy III,SNES,1994,Role-Playing,Square Enix,0.86,0.0,2.55,0.02,3.42,Nintendo,Square Enix,False
387,Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,Playstation,Take-Two Interactive,False
388,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,1.09,1.36,0.49,0.48,3.41,Playstation,Konami Digital Entertainment,False
389,Spider-Man 2,PS2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41,Playstation,Activision,False
390,F-1 Race,GB,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41,Nintendo,Nintendo,False
391,FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,Playstation,Electronic Arts,False
392,LittleBigPlanet 2,PS3,2011,Platform,Sony Interactive Entertainment,1.83,1.05,0.06,0.46,3.39,Playstation,Sony Interactive Entertainment,False
393,Crash Bash,PS,2000,Misc,Sony Interactive Entertainment,1.56,1.47,0.19,0.17,3.39,Playstation,Sony Interactive Entertainment,False
394,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.81,1.99,0.07,0.52,3.39,Playstation,Ubisoft,False
